"得意先コード","得意先名","部門コード","部門名","商品コード","商品名","仕様・規格","単位","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099856","RA-3R PV6.6KV 3P3W 50KVA 50Hz SV210V Y-Δ","5タップ、異結線","台","414700","414700","328340","1.0000","1.0000","1","86360","20.8"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099857","SF-1R PV6.6KV 1P3W 10KVA 50Hz SV210/105V","5タップ、柱上用","台","260400","260400","160910","1.0000","1.0000","1","99490","38.2"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099858","SF-1R PV6.6KV 1P3W 30KVA 50Hz SV210/105V","5タップ","台","502200","502200","371380","2.0000","2.0000","1","130820","26"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099859","SF-1R PV6.6KV 1P3W 10KVA 50Hz SV210/105V","5タップ、混触防止板","台","251100","251100","140660","1.0000","1.0000","1","110440","44"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099860","SF-1R PV6.6KV 1P3W 10KVA 50Hz SV210/105V","5タップ","台","192500","192500","127910","1.0000","1.0000","1","64590","33.6"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099861","RA-3R PV6.6KV 3P3W 20KVA 50Hz SV210V Δ-Δ","5タップ","台","352400","352400","238690","1.0000","1.0000","1","113710","32.3"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099862","RA-3R PV6.6KV 3P3W 50KVA 50Hz SV210V Y-Δ","5タップ、異結線","台","829400","829400","656680","2.0000","2.0000","1","172720","20.8"
"EJR0007","東日本旅客鉄道株式会社　大宮電力設備技術センター","DNK-E","電力機器事業部","E-00099863","SF-1R PV6.6KV 1P3W 10KVA 50Hz SV210/105V","5タップ","台","364400","364400","255820","2.0000","2.0000","1","108580","29.8"
"EJR0008","東日本旅客鉄道株式会社　高崎電力設備技術センター","DNK-E","電力機器事業部","E-00088097","KL8 6KV 213Kvar 50Hz 油 L=6%(A)","","個","352000","352000","138690","1.0000","1.0000","1","213310","60.6"
"EJR0008","東日本旅客鉄道株式会社　高崎電力設備技術センター","DNK-E","電力機器事業部","E-00088249","KL8 6KV 17.2/20.7Kvar 50/60Hz 油 L=13%(A)","","個","122800","122800","38460","1.0000","1.0000","1","84340","68.7"
"EJR0008","東日本旅客鉄道株式会社　高崎電力設備技術センター","DNK-E","電力機器事業部","E-00100054","KR-3 PV6.6KV 3P 12.8kvar 50Hz","油入自冷式 L=6%","台","716000","716000","297440","1.0000","1.0000","1","418560","58.5"
"EJR0013","東日本旅客鉄道株式会社　上信越新幹線電力技術センター","DNK-E","電力機器事業部","E-00079633","RA3R油6KV 3P3W 30KVA 50Hz SV210V Y-Y(A)","","個","8460000","8460000","4795600","20.0000","20.0000","1","3664400","43.3"
"EJR0014","東日本旅客鉄道株式会社　東京配電技術センター","DNK-E","電力機器事業部","E-00100055","CV-1R PV6.6KV 1P3W 300KVA 50Hz SV210/105V","車輪、ダイヤル温度計付","台","2640000","2640000","1406080","1.0000","1.0000","1","1233920","46.7"
"EJR0014","東日本旅客鉄道株式会社　東京配電技術センター","DNK-E","電力機器事業部","E-00100056","CV-3R PV6.6KV 3P3W 300KVA 50Hz SV210V Y-Δ","防振ゴム、車輪、ダイヤル温度計付","台","3100800","3100800","1476150","1.0000","1.0000","1","1624650","52.4"
"EJR0014","東日本旅客鉄道株式会社　東京配電技術センター","DNK-E","電力機器事業部","E-00100057","CV-3R PV6.6KV 3P3W 500KVA 50Hz SV210V Y-Δ","車輪、ダイヤル温度計付","台","4723200","4723200","2147590","1.0000","1.0000","1","2575610","54.5"
"EJR0017","首都圏新幹線電力技術センター","DNK-E","電力機器事業部","E-00099196","RA-3R PV6.6KV 3P4W 30KVA 60Hz SV210/121V Δ-Y","5ﾀｯﾌﾟ","","1116000","1116000","954960","3.0000","3.0000","1","161040","14.4"
"EJR0024","株式会社ゆりかもめ","DNK-E","電力機器事業部","99999","金額一式","","式","9470","9470","7890","1.0000","1.0000","1","1580","16.7"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098354","VTFOA-LK 3.7KW 4P 200V (B)","","個","62440","62440","56760","1.0000","1.0000","1","5680","9.1"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098540","SF-PRFO 1.5KW 4P 200V 50/60HZ 屋外・フランジ（横置）(B)","","台","67240","67240","53780","2.0000","2.0000","1","13460","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098545","SF-PRFO 3.7KW 4P 200V 50/60Hz 屋外・フランジ（横置）(B)","","台","113300","113300","90640","2.0000","2.0000","1","22660","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098546","SF-PRFO 0.75KW 4P 200V 50/60HZ 屋外・フランジ（横置）(B)(B)","","台","28400","28400","22700","1.0000","1.0000","1","5700","20.1"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098675","SF-PRFO 2.2KW 4P 200V 50/60Hz 屋外 フランジ横置(B)","","台","164760","164760","131800","4.0000","4.0000","2","32960","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099222","NV32-CVF 2P 10A 30ｍA AX （B）","","台","476000","476000","380660","2.0000","2.0000","1","95340","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099348","FR-HEL-H7.5K （B)","","台","15680","15680","11200","2.0000","2.0000","1","4480","28.6"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099359","XF-NEV 2.2KW 4P 200/200/220V 50/60/60Hz (B)","","台","177430","177430","137540","1.0000","1.0000","1","39890","22.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099360","XF-NEV 3.7KW 4P 200/200/220V 50/60/60Hz」(B)","","台","196120","196120","152030","1.0000","1.0000","1","44090","22.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-99999999","送料","","式","2000","2000","0","1.0000","1.0000","1","2000","100"
"EOT0002","有限会社ヤスコーポレーション","DNK-E","電力機器事業部","99999","金額一式","","式","75200","75200","63400","1.0000","1.0000","1","11800","15.7"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","99999","金額一式","","式","65500","65500","59500","50.0000","50.0000","1","6000","9.2"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00023517","NV250-CV 3P 150A 1/2/500mA換(A)","","個","16870","16870","12970","1.0000","1.0000","1","3900","23.1"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00023520","NV250-CV 3P 150A 1/2/500mA換(U)","","個","11890","11890","10720","1.0000","1.0000","1","1170","9.8"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00023528","NV250-CV 3P 175A 1/2/500mA換(U)","","個","16870","16870","10720","1.0000","1.0000","1","6150","36.5"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00023536","NV250-CV 3P 200A 1/2/500mA換(U)","","個","14270","14270","10720","1.0000","1.0000","1","3550","24.9"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00078745","SCL-GHS1R-NNY (A)","","個","118360","118360","87400","4.0000","4.0000","1","30960","26.2"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-00098472","XL-B013(A)","","台","44880","44880","33120","8.0000","8.0000","1","11760","26.2"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","E-99999999","送料","","式","1200","1200","0","1.0000","1.0000","1","1200","100"
"EOT0009","猪飼様","DNK-E","電力機器事業部","E-00023320","NV50-CSA 3P 20A 30mA (U)","","個","3180","3180","3140","1.0000","1.0000","1","40","1.3"
"EOT0010","サンライフ取手管理組合","DNK-E","電力機器事業部","9999","出精値引き","","式","-232000","-232000","0","1.0000","1.0000","1","-232000","100"
"EOT0010","サンライフ取手管理組合","DNK-E","電力機器事業部","99999","金額一式","","式","377000","377000","200000","6.0000","6.0000","6","177000","46.9"
"EOT0010","サンライフ取手管理組合","DNK-E","電力機器事業部","E-00075101","VF13RHD-00030 7.2/3.6KV 600A 12.5KA(A)","","個","444000","444000","112800","1.0000","1.0000","1","331200","74.6"
"EOT0012","町屋ふれあい館","DNK-E","電力機器事業部","99999","金額一式","","式","766400","766400","490900","1.0000","1.0000","1","275500","35.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","99999","金額一式","","式","12867170","12867170","6263580","141.0000","141.0000","89","6603590","51.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000209","B-PS3A (A)","","個","18500","18500","14900","1.0000","1.0000","1","3600","19.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000213","EMU4-BD1-MB (A)","","個","13900","13900","11880","1.0000","1.0000","1","2020","14.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000285","NF125-ZSV 3P 100A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","29850","29850","24350","1.0000","1.0000","1","5500","18.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000333","NF125-ZSV 4P 75A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ(A)","","個","37710","37710","30790","1.0000","1.0000","1","6920","18.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000349","NF250-ZSV 3P 125A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","41970","41970","34280","1.0000","1.0000","1","7690","18.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000393","NF400-ZCW 3P 400A AL AX ECA/SHTDC24Vﾘｰﾄﾞ 自動ﾘｾｯﾄ BPM(A)","","個","97120","97120","79280","2.0000","2.0000","1","17840","18.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000437","NF400-ZSW 3P 300A AL AX ECA/SHTDC24Vﾘｰﾄﾞ 自動ﾘｾｯﾄ BPM(A)","","個","73340","73340","59940","1.0000","1.0000","1","13400","18.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000477","BAF-05SV (A)","","個","340","340","326","2.0000","2.0000","1","14","4.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000489","SC-BPM (A)","","個","35600","35600","23160","40.0000","40.0000","1","12440","34.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000677","NF125-ZHV(125A) 3P (A)","","個","478950","478950","390900","15.0000","15.0000","1","88050","18.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000697","NF250-ZEV 3P (A)","","個","171540","171540","89120","3.0000","3.0000","2","82420","48"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","14790","14790","12050","4.0000","4.0000","4","2740","18.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000840","ZT60B (U)","","個","12650","12650","7120","1.0000","1.0000","1","5530","43.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","41180","41180","32171","42.0000","42.0000","14","9009","21.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","22140","22140","15985","23.0000","23.0000","13","6155","27.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","1280","1280","974","1.0000","1.0000","1","306","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2560","2560","1948","2.0000","2.0000","1","612","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2120","2120","1612","2.0000","2.0000","1","508","24"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","4600","4600","3570","5.0000","5.0000","1","1030","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001725","CP30-BA 1P 1A I-MD (A)","","個","1390","1390","1050","1.0000","1.0000","1","340","24.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001781","CP30-BA 2P 1A I-M (A)","","個","13500","13500","9900","6.0000","6.0000","1","3600","26.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002217","BL-2C 2P2E 6A (A)","","個","206660","206660","153954","328.0000","328.0000","6","52706","25.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002241","BL-2C 2P2E 15A (A)","","個","1320","1320","976","2.0000","2.0000","1","344","26.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002517","NF32-SVF 2P 10A (A)","","個","1280","1280","981","1.0000","1.0000","1","299","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002521","NF32-SVF 2P 15A (A)","","個","13320","13320","10428","12.0000","12.0000","2","2892","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002524","NF32-SVF 2P 15A (U)","","個","1110","1110","846","1.0000","1.0000","1","264","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002525","NF32-SVF 2P 20A (A)","","個","4440","4440","3476","4.0000","4.0000","1","964","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002528","NF32-SVF 2P 20A (U)","","個","4440","4440","3476","4.0000","4.0000","1","964","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002585","NF63-SVF 2P 15A (A)","","個","15110","15110","11750","7.0000","7.0000","3","3360","22.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002625","NF63-SVF 3P 15A (A)","","個","5500","5500","4300","2.0000","2.0000","1","1200","21.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002725","NF125-SV 4P 100A (A)","","個","11680","11680","8970","1.0000","1.0000","1","2710","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002753","NF125-SV 4P 60A (A)","","個","10160","10160","8970","1.0000","1.0000","1","1190","11.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002757","NF125-SV 4P 75A (A)","","個","23360","23360","17940","2.0000","2.0000","1","5420","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002765","NF32-SV 2P 15A (A)","","個","23310","23310","18249","21.0000","21.0000","1","5061","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002829","NF63-SV 2P 15A (A)","","個","23170","23170","17300","10.0000","10.0000","3","5870","25.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002832","NF63-SV 2P 15A (U)","","個","12090","12090","8210","5.0000","5.0000","3","3880","32.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002837","NF63-SV 2P 30A (A)","","個","2440","2440","1790","1.0000","1.0000","1","650","26.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002840","NF63-SV 2P 30A (U)","","個","2340","2340","1550","1.0000","1.0000","1","790","33.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002873","NF63-SV 3P 20A (A)","","個","3300","3300","2430","1.0000","1.0000","1","870","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002876","NF63-SV 3P 20A (U)","","個","3720","3720","2100","1.0000","1.0000","1","1620","43.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002877","NF63-SV 3P 30A (A)","","個","15940","15940","12150","5.0000","5.0000","2","3790","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002880","NF63-SV 3P 30A (U)","","個","6320","6320","4820","2.0000","2.0000","1","1500","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002881","NF63-SV 3P 40A (A)","","個","3300","3300","2430","1.0000","1.0000","1","870","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002885","NF63-SV 3P 50A (A)","","個","6600","6600","4860","2.0000","2.0000","1","1740","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002888","NF63-SV 3P 50A (U)","","個","8250","8250","6300","3.0000","3.0000","2","1950","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002917","NF63-SV 4P 30A (A)","","個","9520","9520","7320","2.0000","2.0000","2","2200","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002921","NF63-SV 4P 40A (A)","","個","9520","9520","7320","2.0000","2.0000","1","2200","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002925","NF63-SV 4P 50A (A)","","個","4760","4760","3660","1.0000","1.0000","1","1100","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003041","NF125-HV 3P 60A (A)","","個","38800","38800","30360","4.0000","4.0000","1","8440","21.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003101","NF63-HRV 2P 15A (A)","","個","6180","6180","4750","1.0000","1.0000","1","1430","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003137","NF63-HRV 3P 50A (A)","","個","7820","7820","5990","1.0000","1.0000","1","1830","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003145","NF63-HV 2P 15A (A)","","個","6080","6080","4680","2.0000","2.0000","1","1400","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003185","NF63-HV 3P 30A (A)","","個","8220","8220","6300","2.0000","2.0000","1","1920","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003189","NF63-HV 3P 40A (A)","","個","4110","4110","3150","1.0000","1.0000","1","960","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003193","NF63-HV 3P 50A (A)","","個","4110","4110","3160","1.0000","1.0000","1","950","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003593","NF32-SVF 3P 30A AL-SLT(A)","","個","2580","2580","2010","1.0000","1.0000","1","570","22.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004049","NF125-SV 3P 100A AL-SLT(A)","","個","37080","37080","24280","4.0000","4.0000","1","12800","34.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004081","NF125-SV 3P 75A AL-SLT(A)","","個","18540","18540","12140","2.0000","2.0000","1","6400","34.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004292","NF32-SV 2P 15A AL-SLT(U)","","個","3700","3700","3160","2.0000","2.0000","1","540","14.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004305","NF32-SV 2P 3A AL-SLT(A)","","個","4160","4160","3240","2.0000","2.0000","1","920","22.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004525","NF63-SV 2P 10A AL-SLT(A)","","個","12000","12000","9360","4.0000","4.0000","1","2640","22"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004529","NF63-SV 2P 15A AL-SLT(A)","","個","93000","93000","72540","31.0000","31.0000","5","20460","22"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004577","NF63-SV 3P 30A AL-SLT(A)","","個","7440","7440","5800","2.0000","2.0000","1","1640","22"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004585","NF63-SV 3P 50A AL-SLT(A)","","個","3720","3720","2900","1.0000","1.0000","1","820","22"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004625","NF63-SV 4P 50A AL-SLT(A)","","個","20440","20440","15960","4.0000","4.0000","1","4480","21.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005301","NF63-HV 2P 15A AL-SLT(A)","","個","63160","63160","49820","16.0000","16.0000","2","13340","21.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005349","NF63-HV 3P 50A AL-SLT(A)","","個","22700","22700","17750","5.0000","5.0000","1","4950","21.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005492","NF250-SEV 3P 125-250A調 (U)","","個","109150","109150","83200","5.0000","5.0000","3","25950","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005493","NF250-SEV 4P 125-250A調 (A)","","個","36660","36660","28140","1.0000","1.0000","1","8520","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005529","NF250-SV 3P 125A (A)","","個","25200","25200","19740","2.0000","2.0000","1","5460","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005537","NF250-SV 3P 175A (A)","","個","12600","12600","9870","1.0000","1.0000","1","2730","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005544","NF250-SV 3P 200A (U)","","個","12600","12600","9610","1.0000","1.0000","1","2990","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005557","NF250-SV 4P 125A (A)","","個","43480","43480","33400","2.0000","2.0000","1","10080","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005561","NF250-SV 4P 150A (A)","","個","21740","21740","16700","1.0000","1.0000","1","5040","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005669","NF250-SEV 3P 125-250A調 AL-SLT(A)","","個","75920","75920","62360","4.0000","4.0000","1","13560","17.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006201","NF400-SEW 3P 200A調 (A)","","個","73780","73780","54280","2.0000","2.0000","1","19500","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006212","NF400-SEW 3P 250A調 (U)","","個","35350","35350","23420","1.0000","1.0000","1","11930","33.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006221","NF400-SEW 3P 400A調 (A)","","個","67280","67280","48100","2.0000","2.0000","2","19180","28.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006277","NF400-SW 3P 400A (A)","","個","32170","32170","24660","1.0000","1.0000","1","7510","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006409","NF630-SEW 3P 350A調 (A)","","個","71000","71000","54520","1.0000","1.0000","1","16480","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006525","NF800-SEW 3P 800A調 (A)","","個","188160","188160","146980","2.0000","2.0000","1","41180","21.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006829","NF400-SEW 3P 250A調 AL-SLT(A)","","個","73440","73440","56640","2.0000","2.0000","1","16800","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006833","NF400-SEW 3P 300A調 AL-SLT(A)","","個","73440","73440","56640","2.0000","2.0000","1","16800","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006837","NF400-SEW 3P 350A調 AL-SLT(A)","","個","63860","63860","49940","2.0000","2.0000","1","13920","21.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006841","NF400-SEW 3P 400A調 AL-SLT(A)","","個","196370","196370","153170","6.0000","6.0000","4","43200","22"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007221","NF630-SEW 3P 600A調 AL-SLT(A)","","個","333530","333530","259070","5.0000","5.0000","3","74460","22.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007681","NF125-CV 2P 100A (A)","","個","3210","3210","2520","1.0000","1.0000","1","690","21.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007693","NF125-CV 2P 75A (A)","","個","10590","10590","8200","3.0000","3.0000","3","2390","22.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007697","NF125-CV 3P (50A) (A)","","個","10020","10020","7790","2.0000","2.0000","2","2230","22.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007701","NF125-CV 3P 100A (A)","","個","99710","99710","76490","20.0000","20.0000","5","23220","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007704","NF125-CV 3P 100A (U)","","個","257870","257870","192680","50.0000","50.0000","14","65190","25.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007708","NF125-CV 3P 125A (U)","","個","33600","33600","25560","4.0000","4.0000","2","8040","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007709","NF125-CV 3P 60A (A)","","個","18640","18640","14640","4.0000","4.0000","1","4000","21.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007712","NF125-CV 3P 60A (U)","","個","36820","36820","24920","7.0000","7.0000","3","11900","32.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007713","NF125-CV 3P 75A (A)","","個","9320","9320","7320","2.0000","2.0000","1","2000","21.5"
