"得意先コード","得意先名","部門コード","部門名","商品コード","商品名","仕様・規格","単位","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098541","SF-PRO 0.75KW 6P 200V 50/60HZ 屋外(B)","","台","54990","54990","43990","1.0000","1.0000","1","11000","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00098855","FR-BLF (U)","","個","46450","46450","33250","5.0000","5.0000","1","13200","28.4"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099228","SF-PRFO 11KW 4P 400V 50/60Hz (B)","","台","230200","230200","178450","1.0000","1.0000","1","51750","22.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00099657","FR-E820-2.2K (B)","","台","119280","119280","74550","1.0000","1.0000","1","44730","37.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00101022","XF-EFCAO-2 15KW　4P 200/200/220V 50/60/60Hz （枠番：160L）","","台","3088360","3088360","2394080","4.0000","4.0000","2","694280","22.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00101023","FR-B3-15K","","台","1027200","1027200","642000","4.0000","4.0000","2","385200","37.5"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00101043","SF-PRFO 0.4KW 4P　200V 50/60Hz 屋外・フランジ（横置）","","台","161440","161440","129160","4.0000","4.0000","2","32280","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00101705","SF-PRO 2.2KW 6P 200V 50/60Hz 脚付","","台","87300","87300","69840","1.0000","1.0000","1","17460","20"
"EOT0001","日本シーペックス株式会社","DNK-E","電力機器事業部","E-00102041","VTFOA-FKN 0.4KW 4P 200V 屋外・フランジ","","台","82900","82900","69080","2.0000","2.0000","1","13820","16.7"
"EOT0002","有限会社ヤスコーポレーション","DNK-E","電力機器事業部","E-00093901","ZX-0.6YN-24 (A)","","個","84000","84000","67200","4.0000","4.0000","2","16800","20"
"EOT0002","有限会社ヤスコーポレーション","DNK-E","電力機器事業部","E-00098546","SF-PRFO 0.75KW 4P 200V 50/60HZ 屋外・フランジ（横置）(B)(B)","","台","64120","64120","51300","2.0000","2.0000","2","12820","20"
"EOT0002","有限会社ヤスコーポレーション","DNK-E","電力機器事業部","E-00100881","SF-PR 0.4KW 4P 200V (C)","","台","55000","55000","44000","2.0000","2.0000","2","11000","20"
"EOT0002","有限会社ヤスコーポレーション","DNK-E","電力機器事業部","E-00101668","ZKB-1.2BN","","台","168000","168000","134400","2.0000","2.0000","2","33600","20"
"EOT0004","光栄電機工業株式会社","DNK-E","電力機器事業部","99999","金額一式","","式","637000","637000","509360","1.0000","1.0000","1","127640","20"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","6250","6250","1650","1.0000","1.0000","1","4600","73.6"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00001797","CP30-BA 2P 3A I-M (A)","","個","6250","6250","1650","1.0000","1.0000","1","4600","73.6"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00001801","CP30-BA 2P 5A I-M (A)","","個","56250","56250","14850","9.0000","9.0000","1","41400","73.6"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00096521","H3CR-A8 AC100-240V (A)","","個","131300","131300","81380","26.0000","26.0000","1","49920","38"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00096649","MY4N AC100/110 (A)","","個","2760","2760","1864","2.0000","2.0000","1","896","32.5"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00097589","MK2KP AC100V (A)","","個","30300","30300","17760","6.0000","6.0000","1","12540","41.4"
"EOT0014","福山通運株式会社","DNK-E","電力機器事業部","E-00101812","MY2N-D2","","台","10740","10740","6120","6.0000","6.0000","1","4620","43"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","9999","出精値引き","","式","-300410","-300410","0","2.0000","2.0000","2","-300410","100"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","E-00001005","NF30-FA 2P 15A (A)","","個","25400","25400","3232","4.0000","4.0000","1","22168","87.3"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","E-00001021","NF30-FA 3P 15A (A)","","個","13060","13060","1740","1.0000","1.0000","1","11320","86.7"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","E-00007885","NF63-CV 3P 40A (A)","","個","14500","14500","1840","1.0000","1.0000","1","12660","87.3"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","E-00098881","M2PM-S34VR 3P3W 200V 200/5A 50Hz 10kwh/pulse 検付 CW-15LS200/5A*2 (U)","","個","639910","639910","187930","5.0000","5.0000","3","451980","70.6"
"EOT0015","有限会社菊地電気商会","DNK-E-N","電力事業部 名古屋","E-00098905","AL-05SV（A）","","個","4540","4540","1140","1.0000","1.0000","1","3400","74.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","9999","出精値引き","","式","-1386000","-1386000","0","4.0000","4.0000","4","-1386000","100"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","99999","金額一式","","式","40490890","40490890","26329226","69.0000","69.0000","35","14161664","35"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000145","EMU-CT100 定格一次電流 100A (分割形) (A)","","個","8960","8960","7780","2.0000","2.0000","1","1180","13.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000209","B-PS3A (A)","","個","44400","44400","35800","2.0000","2.0000","1","8600","19.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000273","NF125-ZHV 3P 100A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ(A)","","個","35290","35290","28850","1.0000","1.0000","1","6440","18.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000301","NF125-ZHV 3P 100A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","51520","51520","41350","1.0000","1.0000","1","10170","19.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000341","NF250-ZHV 3P 150A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ(A)","","個","44070","44070","36640","1.0000","1.0000","1","7430","16.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000361","NF250-ZSV 3P 200A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","55340","55340","46290","1.0000","1.0000","1","9050","16.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","3450","3450","2220","30.0000","30.0000","1","1230","35.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","36300","36300","29750","11.0000","11.0000","2","6550","18"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2940","2940","1660","1.0000","1.0000","1","1280","43.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","56700","56700","46180","11.0000","11.0000","2","10520","18.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000869","NV-ZBA 100-200V 30,100,200,500A　高速(A)","","個","5390","5390","4130","1.0000","1.0000","1","1260","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2120","2120","1616","2.0000","2.0000","2","504","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","5300","5300","4010","5.0000","5.0000","2","1290","24.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","5300","5300","3475","5.0000","5.0000","5","1825","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","6360","6360","4170","6.0000","6.0000","2","2190","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001673","CP30-BA 1P 15A I-M (A)","","個","1020","1020","750","1.0000","1.0000","1","270","26.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","12240","12240","9000","12.0000","12.0000","10","3240","26.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","7020","7020","5166","6.0000","6.0000","2","1854","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001725","CP30-BA 1P 1A I-MD (A)","","個","139000","139000","105000","100.0000","100.0000","2","34000","24.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001784","CP30-BA 2P 1A I-M (U)","","個","9000","9000","6160","4.0000","4.0000","1","2840","31.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001800","CP30-BA 2P 3A I-M (U)","","個","9000","9000","6160","4.0000","4.0000","1","2840","31.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001804","CP30-BA 2P 5A I-M (U)","","個","9000","9000","6160","4.0000","4.0000","1","2840","31.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001849","CP30-BA 2P 5A I-MD (A)","","個","2610","2610","1950","1.0000","1.0000","1","660","25.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001901","CP30-BA 3P 3A I-M (A)","","個","91780","91780","67340","26.0000","26.0000","1","24440","26.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002217","BL-2C 2P2E 6A (A)","","個","136000","136000","100200","200.0000","200.0000","3","35800","26.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002241","BL-2C 2P2E 15A (A)","","個","31680","31680","23424","48.0000","48.0000","1","8256","26.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002253","AE1000-SW 3P 引出式(A)","","個","3973280","3973280","2796320","8.0000","8.0000","2","1176960","29.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002269","AE1600-SW 3P 引出式(A)","","個","1199800","1199800","796900","2.0000","2.0000","1","402900","33.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002517","NF32-SVF 2P 10A (A)","","個","1280","1280","979","1.0000","1.0000","1","301","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002521","NF32-SVF 2P 15A (A)","","個","40980","40980","30668","32.0000","32.0000","8","10312","25.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002524","NF32-SVF 2P 15A (U)","","個","10240","10240","7776","8.0000","8.0000","2","2464","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002585","NF63-SVF 2P 15A (A)","","個","4660","4660","3580","2.0000","2.0000","1","1080","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002588","NF63-SVF 2P 15A (U)","","個","13980","13980","10680","6.0000","6.0000","1","3300","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002689","NF125-SV 3P 100A (A)","","個","140760","140760","107820","18.0000","18.0000","6","32940","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002693","NF125-SV 3P 125A (A)","","個","11560","11560","8880","1.0000","1.0000","1","2680","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002705","NF125-SV 3P 30A (A)","","個","15640","15640","11980","2.0000","2.0000","1","3660","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002713","NF125-SV 3P 50A (A)","","個","101660","101660","77870","13.0000","13.0000","5","23790","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002717","NF125-SV 3P 60A (A)","","個","7820","7820","5990","1.0000","1.0000","1","1830","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002721","NF125-SV 3P 75A (A)","","個","62560","62560","47920","8.0000","8.0000","4","14640","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002757","NF125-SV 4P 75A (A)","","個","46760","46760","35880","4.0000","4.0000","1","10880","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002769","NF32-SV 2P 20A (A)","","個","1280","1280","979","1.0000","1.0000","1","301","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002829","NF63-SV 2P 15A (A)","","個","2330","2330","1790","1.0000","1.0000","1","540","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002836","NF63-SV 2P 20A (U)","","個","4000","4000","3100","2.0000","2.0000","1","900","22.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002913","NF63-SV 4P 20A (A)","","個","28560","28560","21960","6.0000","6.0000","1","6600","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002925","NF63-SV 4P 50A (A)","","個","14280","14280","10980","3.0000","3.0000","2","3300","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003145","NF63-HV 2P 15A (A)","","個","18240","18240","14040","6.0000","6.0000","2","4200","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003185","NF63-HV 3P 30A (A)","","個","12330","12330","9480","3.0000","3.0000","2","2850","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003193","NF63-HV 3P 50A (A)","","個","28770","28770","22120","7.0000","7.0000","3","6650","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003501","NF32-SVF 2P 15A AL(A)","","個","4120","4120","3300","2.0000","2.0000","1","820","19.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003557","NF32-SVF 2P 15A AL-SLT(A)","","個","19120","19120","15520","8.0000","8.0000","2","3600","18.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003913","NF125-SV 2P 15A AL(A)","","個","12360","12360","9500","2.0000","2.0000","1","2860","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004037","NF125-SV 2P 50A AL-SLT(A)","","個","7290","7290","6940","1.0000","1.0000","1","350","4.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004049","NF125-SV 3P 100A AL-SLT(A)","","個","35760","35760","27760","4.0000","4.0000","3","8000","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004061","NF125-SV 3P 20A AL-SLT(A)","","個","17880","17880","13880","2.0000","2.0000","2","4000","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004065","NF125-SV 3P 30A AL-SLT(A)","","個","17880","17880","13880","2.0000","2.0000","2","4000","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004077","NF125-SV 3P 60A AL-SLT(A)","","個","8940","8940","6940","1.0000","1.0000","1","2000","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004081","NF125-SV 3P 75A AL-SLT(A)","","個","44700","44700","34700","5.0000","5.0000","1","10000","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004117","NF125-SV 4P 75A AL-SLT(A)","","個","14720","14720","11430","1.0000","1.0000","1","3290","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004289","NF32-SV 2P 15A AL-SLT(A)","","個","9560","9560","7760","4.0000","4.0000","2","1800","18.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004453","NF63-SV 3P 20A AL(A)","","個","15760","15760","12400","4.0000","4.0000","1","3360","21.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004565","NF63-SV 3P 10A AL-SLT(A)","","個","4270","4270","3380","1.0000","1.0000","1","890","20.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004577","NF63-SV 3P 30A AL-SLT(A)","","個","4270","4270","3380","1.0000","1.0000","1","890","20.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00004625","NF63-SV 4P 50A AL-SLT(A)","","個","11740","11740","9220","2.0000","2.0000","2","2520","21.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005492","NF250-SEV 3P 125-250A調 (U)","","個","152810","152810","116480","7.0000","7.0000","3","36330","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005544","NF250-SV 3P 200A (U)","","個","14490","14490","11080","1.0000","1.0000","1","3410","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005548","NF250-SV 3P 225A (U)","","個","14490","14490","11080","1.0000","1.0000","1","3410","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005561","NF250-SV 4P 150A (A)","","個","21740","21740","16700","1.0000","1.0000","1","5040","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005669","NF250-SEV 3P 125-250A調 AL-SLT(A)","","個","45880","45880","35420","2.0000","2.0000","1","10460","22.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005801","NF250-SV 3P 125A AL-SLT(A)","","個","15600","15600","12110","1.0000","1.0000","1","3490","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005805","NF250-SV 3P 150A AL-SLT(A)","","個","31200","31200","24220","2.0000","2.0000","1","6980","22.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005829","NF250-SV 4P 125A AL-SLT(A)","","個","26280","26280","20300","1.0000","1.0000","1","5980","22.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006821","NF400-SEW 3P 200A調 AL-SLT(A)","","個","46260","46260","35790","1.0000","1.0000","1","10470","22.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006841","NF400-SEW 3P 400A調 AL-SLT(A)","","個","36720","36720","28320","1.0000","1.0000","1","8400","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007217","NF630-SEW 3P 500A調 AL-SLT(A)","","個","228380","228380","175420","3.0000","3.0000","2","52960","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007221","NF630-SEW 3P 600A調 AL-SLT(A)","","個","72370","72370","49230","1.0000","1.0000","1","23140","32"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007393","NF800-SEW 3P 800A調 AL-SLT(A)","","個","219200","219200","168260","2.0000","2.0000","1","50940","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007576","NF125-CVF 2P 75A (U)","","個","11070","11070","8460","3.0000","3.0000","1","2610","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007608","NF63-CVF 2P 10A (U)","","個","1770","1770","1350","1.0000","1.0000","1","420","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007612","NF63-CVF 2P 15A (U)","","個","5310","5310","4050","3.0000","3.0000","2","1260","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007665","NF63-CVF 3P 50A (A)","","個","4800","4800","3660","2.0000","2.0000","1","1140","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007681","NF125-CV 2P 100A (A)","","個","15860","15860","12220","4.0000","4.0000","3","3640","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007689","NF125-CV 2P 60A (A)","","個","3690","3690","2840","1.0000","1.0000","1","850","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007693","NF125-CV 2P 75A (A)","","個","7380","7380","5680","2.0000","2.0000","2","1700","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007697","NF125-CV 3P (50A) (A)","","個","32160","32160","24780","6.0000","6.0000","5","7380","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007701","NF125-CV 3P 100A (A)","","個","385920","385920","297360","72.0000","72.0000","29","88560","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007704","NF125-CV 3P 100A (U)","","個","42880","42880","32800","8.0000","8.0000","5","10080","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007705","NF125-CV 3P 125A (A)","","個","50400","50400","38580","6.0000","6.0000","4","11820","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007709","NF125-CV 3P 60A (A)","","個","5360","5360","4130","1.0000","1.0000","1","1230","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007712","NF125-CV 3P 60A (U)","","個","26800","26800","20500","5.0000","5.0000","5","6300","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007713","NF125-CV 3P 75A (A)","","個","264240","264240","203610","49.0000","49.0000","19","60630","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007716","NF125-CV 3P 75A (U)","","個","5360","5360","4100","1.0000","1.0000","1","1260","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007721","NF250-CV 2P 125A (A)","","個","7730","7730","5900","1.0000","1.0000","1","1830","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007725","NF250-CV 2P 150A (A)","","個","46380","46380","35400","6.0000","6.0000","3","10980","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007733","NF250-CV 2P 200A (A)","","個","7730","7730","5900","1.0000","1.0000","1","1830","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007737","NF250-CV 2P 225A (A)","","個","7730","7730","5900","1.0000","1.0000","1","1830","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007745","NF250-CV 3P (100A) (A)","","個","10480","10480","8080","1.0000","1.0000","1","2400","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007749","NF250-CV 3P 125A (A)","","個","366800","366800","282800","35.0000","35.0000","15","84000","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007752","NF250-CV 3P 125A (U)","","個","10480","10480","8030","1.0000","1.0000","1","2450","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007753","NF250-CV 3P 150A (A)","","個","411860","411860","317540","39.0000","39.0000","22","94320","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007757","NF250-CV 3P 175A (A)","","個","79660","79660","61420","7.0000","7.0000","6","18240","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007760","NF250-CV 3P 175A (U)","","個","125760","125760","96360","12.0000","12.0000","9","29400","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007761","NF250-CV 3P 200A (A)","","個","188640","188640","145440","18.0000","18.0000","12","43200","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007764","NF250-CV 3P 200A (U)","","個","10480","10480","8030","1.0000","1.0000","1","2450","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007765","NF250-CV 3P 225A (A)","","個","125760","125760","96960","12.0000","12.0000","8","28800","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007768","NF250-CV 3P 225A (U)","","個","10480","10480","8030","1.0000","1.0000","1","2450","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007769","NF250-CV 3P 250A (A)","","個","104790","104790","80570","7.0000","7.0000","5","24220","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007772","NF250-CV 3P 250A (U)","","個","29940","29940","22860","2.0000","2.0000","2","7080","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007832","NF63-CV 2P 10A (U)","","個","10620","10620","8100","6.0000","6.0000","1","2520","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007833","NF63-CV 2P 15A (A)","","個","7080","7080","5440","4.0000","4.0000","2","1640","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007837","NF63-CV 2P 20A (A)","","個","23010","23010","17680","13.0000","13.0000","8","5330","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007841","NF63-CV 2P 30A (A)","","個","5310","5310","4080","3.0000","3.0000","2","1230","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007849","NF63-CV 2P 50A (A)","","個","3540","3540","2720","2.0000","2.0000","2","820","23.2"
