"得意先コード","得意先名","部門コード","部門名","商品コード","商品名","仕様・規格","単位","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000353","NF250-ZSV 3P 150A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","55340","55340","45480","1.0000","1.0000","1","9860","17.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000477","BAF-05SV (A)","","個","400","400","326","2.0000","2.0000","1","74","18.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","4600","4600","2960","40.0000","40.0000","2","1640","35.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000837","ZT60B (A)","","個","25300","25300","20600","2.0000","2.0000","1","4700","18.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","7420","7420","4865","7.0000","7.0000","1","2555","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","15900","15900","10425","15.0000","15.0000","10","5475","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","1060","1060","695","1.0000","1.0000","1","365","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","7420","7420","4865","7.0000","7.0000","3","2555","34.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001033","NF50-FA 2P 10A (A)","","個","5070","5070","3870","3.0000","3.0000","1","1200","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","7140","7140","5256","7.0000","7.0000","6","1884","26.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001680","CP30-BA 1P 1A I-M (U)","","個","2040","2040","1218","2.0000","2.0000","2","822","40.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001697","CP30-BA 1P 5A I-M (A)","","個","205030","205030","150750","201.0000","201.0000","3","54280","26.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001725","CP30-BA 1P 1A I-MD (A)","","個","139000","139000","105000","100.0000","100.0000","2","34000","24.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","6750","6750","4020","3.0000","3.0000","2","2730","40.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002217","BL-2C 2P2E 6A (A)","","個","34680","34680","25551","51.0000","51.0000","2","9129","26.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002241","BL-2C 2P2E 15A (A)","","個","209880","209880","155184","318.0000","318.0000","2","54696","26.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002253","AE1000-SW 3P 引出式(A)","","個","2958220","2958220","2070060","6.0000","6.0000","3","888160","30"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002520","NF32-SVF 2P 10A (U)","","個","14080","14080","10692","11.0000","11.0000","3","3388","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002521","NF32-SVF 2P 15A (A)","","個","3670","3670","2937","3.0000","3.0000","2","733","20"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002524","NF32-SVF 2P 15A (U)","","個","39680","39680","30132","31.0000","31.0000","6","9548","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002528","NF32-SVF 2P 20A (U)","","個","2560","2560","1944","2.0000","2.0000","1","616","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002544","NF32-SVF 2P 5A (U)","","個","8960","8960","6804","7.0000","7.0000","1","2156","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002545","NF32-SVF 3P 10A (A)","","個","5550","5550","4260","3.0000","3.0000","1","1290","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002585","NF63-SVF 2P 15A (A)","","個","6990","6990","5370","3.0000","3.0000","1","1620","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002588","NF63-SVF 2P 15A (U)","","個","13980","13980","10680","6.0000","6.0000","2","3300","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002689","NF125-SV 3P 100A (A)","","個","93840","93840","71880","12.0000","12.0000","4","21960","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002692","NF125-SV 3P 100A (U)","","個","7820","7820","5950","1.0000","1.0000","1","1870","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002721","NF125-SV 3P 75A (A)","","個","23460","23460","17970","3.0000","3.0000","2","5490","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002729","NF125-SV 4P 125A (A)","","個","17410","17410","13390","1.0000","1.0000","1","4020","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002749","NF125-SV 4P 50A (A)","","個","35070","35070","26910","3.0000","3.0000","1","8160","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002753","NF125-SV 4P 60A (A)","","個","11690","11690","8970","1.0000","1.0000","1","2720","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002757","NF125-SV 4P 75A (A)","","個","11690","11690","8970","1.0000","1.0000","1","2720","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002768","NF32-SV 2P 15A (U)","","個","5120","5120","3888","4.0000","4.0000","1","1232","24.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002828","NF63-SV 2P 10A (U)","","個","7020","7020","5340","3.0000","3.0000","1","1680","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002832","NF63-SV 2P 15A (U)","","個","30420","30420","23140","13.0000","13.0000","5","7280","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002836","NF63-SV 2P 20A (U)","","個","16380","16380","12460","7.0000","7.0000","3","3920","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002840","NF63-SV 2P 30A (U)","","個","2340","2340","1780","1.0000","1.0000","1","560","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002844","NF63-SV 2P 40A (U)","","個","7020","7020","5340","3.0000","3.0000","1","1680","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002876","NF63-SV 3P 20A (U)","","個","18960","18960","14460","6.0000","6.0000","4","4500","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002880","NF63-SV 3P 30A (U)","","個","18960","18960","14460","6.0000","6.0000","4","4500","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002881","NF63-SV 3P 40A (A)","","個","6320","6320","4860","2.0000","2.0000","2","1460","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002888","NF63-SV 3P 50A (U)","","個","79000","79000","60250","25.0000","25.0000","7","18750","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002925","NF63-SV 4P 50A (A)","","個","4760","4760","3660","1.0000","1.0000","1","1100","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00002928","NF63-SV 4P 50A (U)","","個","4760","4760","3630","1.0000","1.0000","1","1130","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003145","NF63-HV 2P 15A (A)","","個","12160","12160","9360","4.0000","4.0000","1","2800","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003181","NF63-HV 3P 20A (A)","","個","16440","16440","12640","4.0000","4.0000","1","3800","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003185","NF63-HV 3P 30A (A)","","個","8220","8220","6320","2.0000","2.0000","1","1900","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003193","NF63-HV 3P 50A (A)","","個","90420","90420","69520","22.0000","22.0000","2","20900","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003357","NF125-SVF 2P 15A AL-SLT(A)","","個","29160","29160","22840","4.0000","4.0000","1","6320","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003361","NF125-SVF 2P 20A AL-SLT(A)","","個","21870","21870","17130","3.0000","3.0000","1","4740","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003365","NF125-SVF 2P 30A AL-SLT(A)","","個","7290","7290","5710","1.0000","1.0000","1","1580","21.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003557","NF32-SVF 2P 15A AL-SLT(A)","","個","14340","14340","11640","6.0000","6.0000","1","2700","18.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00003593","NF32-SVF 3P 30A AL-SLT(A)","","個","2960","2960","2380","1.0000","1.0000","1","580","19.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005301","NF63-HV 2P 15A AL-SLT(A)","","個","24900","24900","19740","6.0000","6.0000","1","5160","20.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005329","NF63-HV 3P 10A AL-SLT(A)","","個","10440","10440","8220","2.0000","2.0000","2","2220","21.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005341","NF63-HV 3P 30A AL-SLT(A)","","個","10440","10440","8220","2.0000","2.0000","1","2220","21.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005349","NF63-HV 3P 50A AL-SLT(A)","","個","20880","20880","16440","4.0000","4.0000","1","4440","21.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005492","NF250-SEV 3P 125-250A調 (U)","","個","261960","261960","199680","12.0000","12.0000","5","62280","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005529","NF250-SV 3P 125A (A)","","個","72450","72450","55750","5.0000","5.0000","1","16700","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005533","NF250-SV 3P 150A (A)","","個","43470","43470","33450","3.0000","3.0000","2","10020","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005544","NF250-SV 3P 200A (U)","","個","86940","86940","66480","6.0000","6.0000","1","20460","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005548","NF250-SV 3P 225A (U)","","個","14490","14490","11080","1.0000","1.0000","1","3410","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005549","NF250-SV 3P 250A (A)","","個","40760","40760","31280","2.0000","2.0000","1","9480","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00005669","NF250-SEV 3P 125-250A調 AL-SLT(A)","","個","91760","91760","70840","4.0000","4.0000","3","20920","22.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006201","NF400-SEW 3P 200A調 (A)","","個","247450","247450","189980","7.0000","7.0000","5","57470","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006361","NF1250-SEW 3P 1200A調 (A)","","個","374800","374800","288160","2.0000","2.0000","1","86640","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006421","NF630-SEW 3P 600A調 (A)","","個","426000","426000","327120","6.0000","6.0000","2","98880","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006469","NF630-SW 3P 600A (A)","","個","385440","385440","296640","6.0000","6.0000","3","88800","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006525","NF800-SEW 3P 800A調 (A)","","個","432760","432760","331800","4.0000","4.0000","1","100960","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00006841","NF400-SEW 3P 400A調 AL-SLT(A)","","個","36720","36720","28320","1.0000","1.0000","1","8400","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007349","NF630-SW 3P 500A AX-SLT(A)","","個","65420","65420","50460","1.0000","1.0000","1","14960","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007393","NF800-SEW 3P 800A調 AL-SLT(A)","","個","438400","438400","336520","4.0000","4.0000","2","101880","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007568","NF125-CVF 2P 100A (U)","","個","7380","7380","5640","2.0000","2.0000","1","1740","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007612","NF63-CVF 2P 15A (U)","","個","24390","24390","17550","13.0000","13.0000","2","6840","28"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007620","NF63-CVF 2P 30A (U)","","個","8850","8850","6750","5.0000","5.0000","1","2100","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007621","NF63-CVF 2P 40A (A)","","個","3540","3540","2720","2.0000","2.0000","1","820","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007656","NF63-CVF 3P 20A (U)","","個","7200","7200","5490","3.0000","3.0000","1","1710","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007681","NF125-CV 2P 100A (A)","","個","22140","22140","17040","6.0000","6.0000","3","5100","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007685","NF125-CV 2P 125A (A)","","個","12340","12340","9500","2.0000","2.0000","1","2840","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007689","NF125-CV 2P 60A (A)","","個","7380","7380","5680","2.0000","2.0000","1","1700","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007693","NF125-CV 2P 75A (A)","","個","22140","22140","17000","6.0000","6.0000","3","5140","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007696","NF125-CV 2P 75A (U)","","個","3690","3690","2820","1.0000","1.0000","1","870","23.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007697","NF125-CV 3P (50A) (A)","","個","48240","48240","37170","9.0000","9.0000","6","11070","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007701","NF125-CV 3P 100A (A)","","個","235840","235840","181720","44.0000","44.0000","8","54120","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007704","NF125-CV 3P 100A (U)","","個","391280","391280","299300","73.0000","73.0000","20","91980","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007708","NF125-CV 3P 125A (U)","","個","8400","8400","6390","1.0000","1.0000","1","2010","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007712","NF125-CV 3P 60A (U)","","個","5360","5360","4100","1.0000","1.0000","1","1260","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007713","NF125-CV 3P 75A (A)","","個","32160","32160","24780","6.0000","6.0000","3","7380","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007716","NF125-CV 3P 75A (U)","","個","117920","117920","90200","22.0000","22.0000","12","27720","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007721","NF250-CV 2P 125A (A)","","個","7730","7730","5900","1.0000","1.0000","1","1830","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007748","NF250-CV 3P (100A) (U)","","個","10480","10480","8030","1.0000","1.0000","1","2450","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007749","NF250-CV 3P 125A (A)","","個","41920","41920","32320","4.0000","4.0000","3","9600","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007752","NF250-CV 3P 125A (U)","","個","314400","314400","240900","30.0000","30.0000","14","73500","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007753","NF250-CV 3P 150A (A)","","個","136240","136240","105040","13.0000","13.0000","6","31200","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007756","NF250-CV 3P 150A (U)","","個","314400","314400","240900","30.0000","30.0000","13","73500","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007760","NF250-CV 3P 175A (U)","","個","220080","220080","168630","21.0000","21.0000","6","51450","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007764","NF250-CV 3P 200A (U)","","個","146720","146720","112420","14.0000","14.0000","9","34300","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007765","NF250-CV 3P 225A (A)","","個","10480","10480","8080","1.0000","1.0000","1","2400","22.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007768","NF250-CV 3P 225A (U)","","個","293440","293440","224840","28.0000","28.0000","12","68600","23.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007832","NF63-CV 2P 10A (U)","","個","1770","1770","1350","1.0000","1.0000","1","420","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007833","NF63-CV 2P 15A (A)","","個","7080","7080","5440","4.0000","4.0000","1","1640","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007836","NF63-CV 2P 15A (U)","","個","3540","3540","2700","2.0000","2.0000","1","840","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007837","NF63-CV 2P 20A (A)","","個","14160","14160","10880","8.0000","8.0000","3","3280","23.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007840","NF63-CV 2P 20A (U)","","個","38940","38940","29700","22.0000","22.0000","6","9240","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007844","NF63-CV 2P 30A (U)","","個","3540","3540","2700","2.0000","2.0000","1","840","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007848","NF63-CV 2P 40A (U)","","個","10620","10620","8100","6.0000","6.0000","1","2520","23.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007852","NF63-CV 2P 50A (U)","","個","71280","71280","48600","36.0000","36.0000","7","22680","31.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007881","NF63-CV 3P 30A (A)","","個","9600","9600","7340","4.0000","4.0000","2","2260","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007884","NF63-CV 3P 30A (U)","","個","9600","9600","7320","4.0000","4.0000","3","2280","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007885","NF63-CV 3P 40A (A)","","個","2400","2400","1840","1.0000","1.0000","1","560","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007888","NF63-CV 3P 40A (U)","","個","21600","21600","16470","9.0000","9.0000","5","5130","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007889","NF63-CV 3P 50A (A)","","個","14400","14400","11040","6.0000","6.0000","2","3360","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007892","NF63-CV 3P 50A (U)","","個","52800","52800","40260","22.0000","22.0000","10","12540","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007900","NF63-CV 3P 60A (U)","","個","3070","3070","2340","1.0000","1.0000","1","730","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007917","NF400-CW 3P 250A (A)","","個","27770","27770","21360","1.0000","1.0000","1","6410","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007921","NF400-CW 3P 300A (A)","","個","83310","83310","64080","3.0000","3.0000","2","19230","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007925","NF400-CW 3P 350A (A)","","個","55540","55540","42720","2.0000","2.0000","1","12820","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007929","NF400-CW 3P 400A (A)","","個","444320","444320","336860","16.0000","16.0000","7","107460","24.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007945","NF630-CW 3P 500A (A)","","個","113980","113980","87200","2.0000","2.0000","1","26780","23.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007973","NF800-CEW 3P 700A調 (A)","","個","170020","170020","130860","2.0000","2.0000","1","39160","23"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00007977","NF800-CEW 3P 800A調 (A)","","個","170020","170020","130860","2.0000","2.0000","1","39160","23"
